overall_rating,divisiveness,multiple_lead_vocalists,front_person_age,artist_is_a_songwriter,artist_is_a_producer,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,falsetto_vocal,handclaps_snaps,saxophone,length_sec,vocal_introduction,fade_out,cover,sample,interpolation,inspired_by_a_different_song,spoken_word,explicit,log_weeks_at_number_one,log_acousticness,Pop,Rock,Funk/Soul,Electronic/Dance,Hip Hop
3.6666666666666665,1.3333333333333333,0,19,0,0,Multiple Keys,133,61,63,77,-11,0,0,1,1,0,0,0,0,0,137,0,1,1,0,0,1,0,0,1.0986122886681096,3.5263605246161616,0,1,0,0,0
10,0,0,24,0,0,Major,105,42,58,67,-11,0,1,1,0,1,1,0,1,0,165,0,1,0,0,0,0,0,0,0.6931471805599453,4.1588830833596715,1,0,0,0,0
7,1.3333333333333333,0,23,1,0,Major,138,58,65,74,-8,0,0,1,0,0,0,0,1,0,163,0,0,0,0,0,0,0,0,1.0986122886681096,3.7376696182833684,0,1,0,0,0
8.333333333333334,0.6666666666666666,0,21,0,0,Major,115,58,70,53,-6,0,0,1,1,0,1,0,0,0,172,0,1,0,0,0,0,0,0,1.0986122886681096,4.143134726391533,1,0,0,0,0
4,1.3333333333333333,0,28,1,0,Major,71,70,61,89,-7,0,0,1,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,1.0986122886681096,3.6635616461296463,0,1,0,0,0
7,3.3333333333333335,0,19,0,0,Major,109,84,57,95,-4,0,1,1,0,0,0,0,0,0,127,0,1,0,0,1,1,0,0,0.6931471805599453,2.302585092994046,0,1,0,0,0
3,1.3333333333333333,0,17,0,0,Multiple Keys,149,47,66,89,-10,0,0,1,0,0,0,0,0,0,167,0,1,1,0,0,1,0,0,1.3862943611198906,4.330733340286331,1,0,0,0,0
10,0,0,23,1,0,Major,123,85,52,75,-7,0,0,1,0,0,0,1,0,0,189,0,1,0,0,0,0,0,0,0.6931471805599453,1.791759469228055,0,1,0,0,0
7,1.3333333333333333,0,22,1,1,Major,140,75,54,82,-6,1,0,1,1,0,1,1,0,0,167,0,1,0,0,0,0,0,0,1.0986122886681096,3.4657359027997265,0,1,0,0,0
7.333333333333333,0.6666666666666666,0,21,0,0,Major,123,53,71,48,-9,1,0,1,1,0,1,0,0,0,174,0,1,0,0,0,0,0,0,0.6931471805599453,2.70805020110221,1,0,0,0,0
8.666666666666666,0.6666666666666666,0,29,0,0,Major,127,71,69,96,-5,0,1,1,1,1,1,0,0,1,163,0,1,0,0,0,0,0,0,1.0986122886681096,3.044522437723423,1,0,0,0,0
8.333333333333334,0.6666666666666666,0,22,0,0,Major,120,47,46,64,-10,0,0,1,0,0,0,0,0,0,149,0,1,1,0,0,1,0,0,0.6931471805599453,3.9512437185814275,0,1,0,0,0
9.333333333333334,1.3333333333333333,0,21,1,0,Major,136,85,73,90,-8,0,1,1,0,0,0,0,0,0,222,0,1,0,0,0,0,0,1,1.6094379124341003,1.3862943611198906,0,1,0,0,0
4.666666666666667,1.3333333333333333,0,17,0,0,Major,93,64,67,84,-10,0,1,1,0,0,0,0,0,0,110,0,0,1,0,0,1,1,0,0.6931471805599453,2.1972245773362196,0,1,0,0,0
