weeks_at_number_one,overall_rating,divisiveness,cdr_genre,artist_structure,multiple_lead_vocalists,group_named_after_non_lead_singer,posthumous,front_person_age,artist_male,artist_white,artist_black,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,written_for_a_film,written_for_a_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,eurovision_entry
3,4.666666666666667,2.6666666666666665,Rock,0,1,0,0,41.666666666666664,1,1,0,1,1,1,0,1,1,1,0,1,4/4,D,75,44,51,14,-11,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,62,4,0,0,0,0,0,0,0,0,Longing for Love;Love,0,0,0,0,0,1,0,0,0,0
4,6.333333333333333,2.6666666666666665,Pop,1,0,0,0,25,0,1,0,2,1,0,0,1,1,0,0,0,4/4,Ab,140,52,54,24,-9,37,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,18,0,0,0,1,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
6,5.666666666666667,0.6666666666666666,Pop;Reggae,0,0,0,0,23,2,1,0,2,1,1,1,1,1,1,0,1,4/4,Multiple Keys,97,79,81,90,-7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,62,32,0,0,0,0,0,0,0,0,Bad Relationships,0,0,0,0,0,0,0,0,0,0
4,6.666666666666667,2,Funk/Soul,1,0,0,0,27,1,0,1,1,0,1,1,1,0,1,1,1,Free;4/4,E,65,48,62,68,-8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,32,1,1,1,0,0,0,0,0,Lust/Sex,0,0,1,0,0,0,0,0,0,0
11,4.333333333333333,1.3333333333333333,Pop,0,1,0,0,21,1,2,2,1,1,0,0,1,1,0,0,0,4/4,D,83,41,53,23,-10,23,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,259,0,30,21,1,0,0,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
3,7.333333333333333,0.6666666666666666,Rock,0,0,0,0,26,0,1,0,0,1,1,1,1,0,0,0,0,4/4,Db,80,61,67,38,-7,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,57,12,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
14,6,0,Funk/Soul,0,1,0,0,21.75,1,0,1,1,0,0,0,1,0,0,0,1,6/8,D,143,50,57,20,-8,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,24,24,0,0,1,0,0,0,0,0,Lust/Sex,0,0,1,0,0,0,0,0,0,0
6,8,1.3333333333333333,Funk/Soul,0,1,0,0,22,1,0,1,1,0,0,0,1,0,0,0,1,4/4,Eb,117,52,63,18,-8,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,32,21,0,0,0,0,0,0,0,0,Lost Love;Redemption,0,0,0,0,0,0,0,0,0,0
2,5.333333333333333,1.3333333333333333,Hip Hop,1,0,0,0,37,1,0,1,1,0,1,0,1,0,1,0,1,4/4,Bm,100,46,88,45,-9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,50,25,0,0,0,0,0,1,1,1,Bragging;Badassery,0,0,1,0,0,0,0,0,0,0
4,7.666666666666667,2,Hip Hop,0,0,0,0,24,0,0,1,1,0,0,0,1,0,0,0,1,4/4,Cm,93,50,81,78,-8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,69,31,0,0,1,0,0,1,0,1,Lust/Sex;Bad Relationships;Infidelity,0,0,0,0,0,0,0,0,0,0
7,5,1.3333333333333333,Pop,1,0,0,0,36,0,1,0,2,2,1,0,2,2,1,0,1,4/4,Ab,80,41,55,32,-8,34,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,49,32,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
7,6.333333333333333,1.3333333333333333,Hip Hop,1,0,0,0,26,1,0,1,1,0,1,0,1,0,1,0,1,4/4,Fm,104,70,79,79,-7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,14,32,0,0,1,0,0,1,0,1,Partying;Bragging,0,0,0,0,0,0,0,0,0,0
5,4,1.3333333333333333,Rock,1,0,0,0,35,1,1,0,1,1,1,0,1,1,1,0,1,Free;6/8,G,146,48,57,36,-10,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,68,9,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
7,8.666666666666666,0.6666666666666666,Hip Hop,0,0,0,0,25,0,0,1,2,0,1,0,1,0,0,0,1,4/4,Eb,172,50,77,76,-7,31,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,0,53,34,0,0,1,0,0,0,0,0,Addiction;Death;Poverty;Violence,0,0,0,0,0,0,0,0,0,0
1,5.666666666666667,1.3333333333333333,Pop,1,0,0,0,32,1,0,1,1,0,1,1,1,1,0,0,0,6/8,Multiple Keys,132,53,58,22,-7,68,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,35,12,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
1,4,2,Funk/Soul,1,0,0,0,37,1,0,1,1,0,0,0,1,0,1,0,1,4/4,Multiple Keys,120,40,65,26,-9,64,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,346,0,17,17,0,0,1,0,0,0,0,0,Lost Love;God;Faithfulness,0,0,0,0,0,0,0,0,0,0
3,6.666666666666667,2,Hip Hop,1.5,1,0,0,32,1,0,1,1,0,1,0,1,0,0,0,1,4/4,Cm,80,51,65,39,-10,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,35,12,0,0,0,0,0,1,0,1,Poverty;Death;Violence,0,0,0,0,0,1,0,0,0,0
8,8.333333333333334,2,Funk/Soul,1,0,0,0,26,0,0,1,2,2,1,0,2,2,1,0,1,Free;4/4,G,102,73,67,81,-8,14,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,18,39,0,0,1,0,0,1,0,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
1,4,2,Funk/Soul,1,0,0,0,32,0,0,1,1,0,0,0,1,0,0,0,1,4/4,Db,138,39,66,11,-9,40,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,10,0,0,0,0,0,0,0,0,0,Calming Down,0,0,0,0,0,1,0,0,0,0
16,7,3.3333333333333335,Pop,0,1,0,0,31.6,2,0,1,2,2,1,0,2,2,1,0,1,4/4,Multiple Keys,128,50,57,30,-9,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,25,20,0,0,0,0,0,0,0,0,Death;Faithfulness,0,0,0,0,0,0,0,0,0,0
6,6,1.3333333333333333,Pop,1,0,0,0,27,1,1,0,0,1,0,0,1,1,0,0,0,4/4,Db,120,47,62,18,-10,31,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,13,0,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
2,8.666666666666666,2,Funk/Soul,1,0,0,0,27,0,0,1,2,0,1,0,2,0,1,0,1,4/4,E,79,53,65,49,-8,46,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,60,49,0,0,1,0,0,0,0,0,Getting Back Together;Love;Lost Love,0,0,0,0,0,0,0,0,0,0
8,5.333333333333333,3.3333333333333335,Hip Hop,0,1,0,0,21,1,0,1,1,0,1,0,1,0,0,0,1,4/4,E,144,51,68,53,-7,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,6,19,0,0,1,0,0,0,0,0,Death,0,0,1,0,0,0,0,0,0,0
2,5.666666666666667,4,Hip Hop,1.5,1,0,0,24,1,0,1,1,0,1,0,1,0,0,0,1,4/4,Bbm,92,79,87,56,-4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,3,22,0,0,1,0,0,1,0,1,Lust/Sex;Bragging;Badassery,0,0,1,0,0,0,0,0,0,0
1,5.333333333333333,0.6666666666666666,Funk/Soul,1,0,0,0,28,0,0,1,2,0,1,0,1,0,0,0,1,4/4,Bbm,92,63,85,86,-7,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,42,31,0,0,1,0,0,0,0,0,Lust/Sex;Masturbation,0,0,1,0,0,0,0,0,0,0
14,5,0,Electronic/Dance;Latin,0,1,0,0,48,1,0,0,1,0,1,1,1,0,1,0,1,4/4,Ab,103,93,74,96,-6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,251,0,100,37,0,0,0,0,1,1,0,1,Lust/Sex;Bad Relationships;Infidelity,0,1,0,1,0,0,0,1,0,0
4,7.333333333333333,0.6666666666666666,Hip Hop,0.5,1,0,0,29,2,0,1,2,0,1,0,1,0,1,0,1,4/4,Gbm,89,64,85,69,-5,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,306,0,0,22,1,0,0,0,0,1,0,1,Lust/Sex;Partying,0,0,1,0,0,0,0,0,0,0
11,6.333333333333333,2.6666666666666665,Funk/Soul,1,0,0,0,29,0,0,1,0,1,0,0,1,1,0,0,0,4/4,Multiple Keys,110,43,62,11,-8,41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,43,21,0,0,1,0,0,0,0,0,Lost Love;Longing for Love,0,0,0,0,0,0,0,0,0,0
4,7.666666666666667,2,Pop,0,1,0,0,22.2,0,2,2,2,2,1,0,1,1,0,0,1,4/4,B,110,86,77,89,-6,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0,13,4,0,0,0,0,0,1,0,1,Empowerment;Friendship;Love,0,0,0,0,0,0,0,0,0,0
6,5.666666666666667,1.3333333333333333,Hip Hop,1.5,1,0,0,27,1,0,1,2,2,1,0,1,0,1,0,1,4/4,Gm,94,77,93,68,-6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,11,11,0,0,1,0,0,1,1,1,Bragging;Materialism;Badassery,0,0,1,0,0,0,0,0,0,0
3,9,1.3333333333333333,Hip Hop,1,1,0,1,24,1,0,1,1,2,1,0,1,0,0,0,1,4/4,Em,94,69,89,63,-4,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,6,6,0,0,1,0,0,1,1,1,Bragging;Materialism;Badassery;Lust/Sex,0,0,1,0,0,0,0,0,0,0
3,5.666666666666667,1.3333333333333333,Pop,0,0,0,0,14,1,1,0,1,1,1,1,1,1,0,0,0,4/4,A,105,94,69,67,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,29,18,0,0,1,0,0,1,0,1,Lost Love;Time,0,0,0,0,0,0,0,0,0,0
11,6.666666666666667,0.6666666666666666,Hip Hop,0,1,0,0,25.5,2,0,1,2,2,1,0,1,0,1,0,0,4/4,G,110,48,86,93,-9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,23,18,0,0,1,0,0,1,1,1,Death;Regret;Time,0,0,1,0,0,0,0,0,0,0
2,9.333333333333334,1.3333333333333333,Hip Hop,1.5,1,0,1,25,1,0,1,1,0,1,0,1,0,0,0,1,4/4,Dbm,105,88,85,90,-5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,19,0,0,1,0,0,1,0,1,Bragging;Materialism;Badassery;Lust/Sex,0,0,1,0,0,0,0,0,0,0
3,7,4,Hip Hop,1,1,0,0,28,0,0,1,2,2,1,0,2,0,1,0,1,4/4,Cm,96,82,69,68,-7,12,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,299,0,53,53,0,0,1,0,0,1,0,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
1,5.333333333333333,0.6666666666666666,Funk/Soul,0,1,0,0,25,1,0,1,1,0,0,0,1,0,0,0,1,4/4,Db,98,49,58,19,-10,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,36,36,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
14,6.333333333333333,2,Pop,1,0,0,0,50,1,1,0,1,1,1,0,1,1,0,0,0,4/4,E,126,31,45,37,-8,98,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,35,8,0,0,0,0,0,0,0,0,Death,0,0,0,0,0,0,0,0,0,0
2,4.333333333333333,3.3333333333333335,Funk/Soul,2,0,0,0,25,1,1,0,1,1,1,1,1,1,0,0,0,4/4,C,168,70,56,82,-9,40,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,60,16,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,7.333333333333333,0.6666666666666666,Electronic/Dance,1,0,0,0,31,0,0,1,2,0,1,0,2,1,1,0,1,Free;4/4,C,123,59,87,50,-9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,72,59,1,1,1,0,0,0,0,0,Hope;Faithfulness;Friendship,0,1,0,0,0,0,0,0,0,0
2,6,2,Funk/Soul,1,0,0,0,19,1,0,1,1,1,1,0,1,0,0,0,0,4/4,Fm,122,30,82,51,-12,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,59,32,1,0,1,0,0,0,0,0,Lust/Sex,0,1,1,0,0,0,0,0,0,0
2,6,1.3333333333333333,Pop,1,0,0,0,29,0,1,0,1,1,0,0,1,1,0,0,1,4/4,Multiple Keys,99,28,43,4,-12,73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,61,21,0,0,0,0,0,0,0,0,Love;Faithfulness;Death,0,0,0,0,0,1,0,0,0,0
3,5.333333333333333,2,Hip Hop,1,0,0,0,29,1,0,1,1,0,1,0,1,0,0,0,1,4/4,Gb,108,87,88,86,-5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,66,19,0,0,1,0,0,1,1,1,Bragging;Badassery;Dancing;Partying;Lust/Sex,0,0,0,0,0,0,0,0,0,0
3,6.333333333333333,3.3333333333333335,Funk/Soul,2,1,0,0,27,1,0,1,1,0,1,0,1,0,1,0,1,4/4,Db,128,63,64,40,-6,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,31,15,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
5,7,2,Funk/Soul,1,1,0,0,21,1,0,1,1,0,1,0,1,0,0,0,1,4/4,D,100,40,85,75,-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,24,1,0,1,0,0,0,1,1,Lust/Sex,0,1,1,0,0,0,0,0,0,0
1,6,2.6666666666666665,Pop,1,0,0,0,28,0,0,1,2,2,1,0,2,2,1,0,1,4/4,Gm,108,32,61,11,-10,73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,57,20,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
13,7.333333333333333,3.3333333333333335,Funk/Soul,2,1,0,0,18,0,0,1,2,0,1,0,2,0,1,0,1,4/4,Dbm,93,67,69,69,-7,25,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,13,32,1,0,0,0,0,0,0,0,Lust/Sex;Fighting,0,1,0,0,0,0,0,0,0,0
4,5.333333333333333,2.6666666666666665,Rock,0,0,0,0,50,1,1,0,0,1,0,0,1,1,0,0,0,4/4,D,121,66,38,14,-5,17,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,70,30,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
5,6.333333333333333,2.6666666666666665,Funk/Soul,1,1,0,0,17,0,0,1,2,2,0,0,1,0,0,0,1,4/4,Ebm,152,77,67,91,-9,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,6,32,0,0,0,0,0,1,0,1,Lust/Sex;Restraint,0,0,0,0,0,0,0,0,0,0
1,4.666666666666667,0.6666666666666666,Rock,0,0,0,0,27,1,1,0,1,1,1,1,2,1,1,0,1,4/4,A,113,90,70,73,-6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,32,0,0,0,0,0,0,1,0,1,Fighting;Getting Back Together,0,0,0,0,0,0,0,0,0,0
2,9,1.3333333333333333,Funk/Soul,1,0,0,0,23,0,0,1,0,0,1,1,0,0,1,1,1,4/4,Am,100,56,80,63,-9,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,29,0,0,1,0,0,1,0,1,Lust/Sex;Bad Relationships;Materialism,0,0,0,0,0,0,0,0,0,0
6,3.6666666666666665,3.3333333333333335,Pop,2,1,0,0,30.5,2,2,2,1,1,1,1,1,1,1,1,1,4/4,C,113,50,62,27,-7,67,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,13,10,0,0,0,0,0,0,0,0,Love;Faithfulness,0,0,0,0,0,0,0,0,0,0
2,5.666666666666667,2.6666666666666665,Pop,1,0,0,0,19,0,0,1,0,1,0,0,1,1,0,0,0,4/4,A,134,53,70,28,-6,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,8,32,1,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,9.666666666666666,0.6666666666666666,Pop,1,0,0,0,17,0,1,0,1,1,0,0,1,1,0,0,1,4/4,Cm,93,70,76,91,-6,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,21,12,0,0,0,0,0,0,0,0,Lost Love,0,0,1,0,0,0,0,0,0,0
4,7.333333333333333,3.3333333333333335,Funk/Soul,1,0,0,0,18,0,0,1,1,2,0,0,1,0,0,0,0,4/4,Bbm,90,56,51,21,-7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,22,22,0,0,0,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
4,7.333333333333333,4.666666666666667,Electronic/Dance,1,0,0,0,52,0,1,0,1,1,0,0,1,1,0,0,0,4/4,Gb,133,92,65,46,-7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,36,29,0,0,1,0,0,0,0,0,Lost Love;Empowerment,0,0,0,0,0,0,0,0,0,0
4,9.333333333333334,0.6666666666666666,Funk/Soul,0,0,0,0,27,0,0,1,2,0,1,0,1,0,0,0,1,4/4,Abm,93,68,74,59,-4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,10,10,0,0,1,0,0,0,0,0,Bad Relationships;Empowerment,0,0,0,0,0,0,0,0,0,0
5,7.333333333333333,4,Pop,1,0,0,0,27,1,0,0,1,0,0,0,1,0,0,0,1,4/4,Dbm,89,95,43,93,-4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,65,11,0,0,0,0,0,0,0,0,Bad Relationships,0,0,0,1,0,0,0,0,0,0
5,5.666666666666667,4,Pop,1,0,0,0,29,0,0,0,2,0,1,0,1,0,0,0,1,4/4,Bm,94,62,68,81,-7,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,42,20,0,0,1,0,0,0,0,0,Love;Bad Relationships,0,0,0,0,0,0,0,0,0,0
1,8,2.6666666666666665,Funk/Soul,0,1,0,0,17,0,0,1,2,0,1,0,1,0,0,0,1,4/4,Bm,128,58,85,46,-5,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,15,15,0,0,0,0,0,0,0,0,Lost Love;Empowerment;Poverty,0,0,0,0,0,0,0,0,0,0
1,5,2,Hip Hop,1.5,1,0,0,30,1,0,1,1,2,1,0,1,1,0,0,1,4/4,Ebm,107,67,85,62,-7,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,10,10,0,0,0,0,0,1,1,1,Bragging;Lust/Sex;Murder,1,0,1,0,0,1,0,0,0,0
5,7.333333333333333,2.6666666666666665,Pop,1,0,0,0,18,0,1,0,2,1,0,0,1,1,0,0,1,4/4,Fm,176,80,63,91,-7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,14,14,0,0,0,0,0,0,0,0,Lust/Sex,0,1,1,0,0,0,0,0,0,0
2,5,3.3333333333333335,Pop,1,0,0,0,24,1,1,0,1,1,0,0,1,1,0,0,1,4/4,Am,100,89,63,59,-5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,54,23,0,0,0,0,0,0,0,0,Dancing,0,0,0,1,0,0,0,0,0,0
3,6.666666666666667,1.3333333333333333,Pop,0,1,0,0,29,0,0,1,2,0,1,0,1,0,0,0,1,4/4,C,89,62,66,57,-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,64,24,0,0,1,0,0,0,0,0,Pain;Bad Relationships,0,0,1,0,0,0,0,0,0,0
2,7,0,Funk/Soul,1.5,1,0,0,30,0,0,1,2,2,1,0,2,0,1,0,1,4/4,C,100,82,52,79,-6,38,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,285,0,0,29,0,0,0,0,0,1,0,1,Lost Love,0,1,1,0,0,0,0,0,0,0
12,7.666666666666667,0.6666666666666666,Rock,0.5,0,1,0,52,1,2,0,1,1,0,1,1,1,0,0,0,4/4,Am,116,78,64,96,-9,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,58,9,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
2,7.666666666666667,1.3333333333333333,Pop,1,0,0,0,19,0,1,0,2,1,0,0,1,1,0,0,1,4/4,C,142,82,75,82,-7,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,5,14,1,0,1,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
4,5,3.3333333333333335,Pop,2,0,0,0,27,1,1,0,1,1,1,1,1,1,1,0,1,4/4,A,85,50,61,74,-10,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,19,16,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
1,5,1.3333333333333333,Pop,1.5,1,0,0,28,2,2,2,2,0,1,0,2,0,1,0,1,4/4,Multiple Keys,129,53,35,15,-6,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,38,15,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,4.666666666666667,1.3333333333333333,Folk/Country,0,0,0,0,38,1,1,0,2,1,0,0,1,1,0,0,0,4/4,Multiple Keys,140,55,56,25,-8,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,65,10,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
3,8.666666666666666,1.3333333333333333,Funk/Soul,0,1,0,0,18,0,0,1,2,0,1,0,1,0,0,0,1,4/4,Fm,69,68,59,74,-3,29,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,3,32,0,0,0,0,0,0,0,0,Infidelity;Bad Relationships,0,0,0,0,0,0,0,0,0,0
10,8,2,Funk/Soul,0.5,1,1,0,52,1,0,2,1,0,1,0,1,0,0,0,1,4/4,Am,98,60,78,68,-6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,67,19,1,0,1,0,0,0,1,1,Love;Playing Music,0,1,0,1,0,0,0,0,0,0
1,8.333333333333334,2.6666666666666665,Hip Hop,1,1,0,0,21,0,0,1,1,0,0,0,1,0,0,0,1,4/4,Abm,93,65,79,74,-6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,20,20,0,0,1,0,0,0,1,1,Lust/Sex,0,0,0,0,0,1,0,0,0,0
3,4.666666666666667,2.6666666666666665,Electronic/Dance,1,0,0,0,25,1,1,0,1,2,1,0,1,1,0,0,1,4/4,Dbm,122,87,69,56,-5,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,55,28,0,0,1,0,0,0,0,0,Longing for Love;Lost Love,0,0,0,0,0,0,0,0,0,0
