overall_rating,divisiveness,multiple_lead_vocalists,front_person_age,artist_is_a_songwriter,artist_is_a_producer,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,falsetto_vocal,handclaps_snaps,saxophone,length_sec,vocal_introduction,fade_out,cover,sample,interpolation,inspired_by_a_different_song,spoken_word,explicit,log_weeks_at_number_one,log_acousticness,Electronic/Dance,Funk/Soul,Hip Hop,Pop,Rock
5.333333333333333,2.6666666666666665,0,24,1,1,Minor,115,91,70,67,-7,0,0,1,0,0,0,0,0,0,290,0,1,0,0,0,0,1,1,0.6931471805599453,2.3978952727983707,0,0,0,0,1
4.666666666666667,0.6666666666666666,0,27,1,1,Major,113,90,70,73,-6,0,0,1,0,0,0,0,0,0,229,0,0,0,1,0,1,0,0,0.6931471805599453,0.6931471805599453,0,0,0,0,1
6.333333333333333,2,0,34,1,1,Minor,99,80,77,80,-3,0,1,0,0,0,0,0,1,0,297,0,0,0,0,0,0,0,0,1.3862943611198906,2.3978952727983707,0,1,0,0,0
8,0,0,30,1,1,Major,111,83,80,75,-7,0,0,1,0,1,1,0,0,0,229,1,1,0,0,0,0,0,1,0.6931471805599453,2.5649493574615367,0,1,0,0,0
8,1.3333333333333333,1,22,0,0,Major,117,52,63,18,-8,0,0,0,1,0,0,1,0,0,329,0,0,0,0,0,0,0,0,1.9459101490553132,3.7376696182833684,0,1,0,0,0
7.333333333333333,1.3333333333333333,0,26,1,0,Major,138,48,53,49,-12,0,0,1,1,0,0,0,0,0,515,0,0,0,0,1,1,0,1,1.6094379124341003,4.2626798770413155,0,0,0,0,1
8,1.3333333333333333,0,25,1,1,Minor,176,69,45,51,-5,0,0,1,0,1,0,1,0,0,227,1,0,0,0,0,0,0,0,2.3978952727983707,1.3862943611198906,0,1,0,0,0
9.333333333333334,0.6666666666666666,0,27,1,0,Minor,93,68,74,59,-4,0,0,1,0,0,0,0,0,0,214,0,1,0,0,0,0,0,0,1.6094379124341003,1.3862943611198906,0,1,0,0,0
7,1.3333333333333333,0,23,1,0,Major,138,58,65,74,-8,0,0,1,0,0,0,0,1,0,163,0,0,0,0,0,0,0,0,1.0986122886681098,3.7376696182833684,0,0,0,0,1
3.6666666666666665,1.3333333333333333,0,17,1,1,Minor,78,44,54,34,-11,0,1,0,0,1,1,1,0,1,202,0,0,0,0,0,0,0,0,0.6931471805599453,3.332204510175204,0,0,0,0,1
4.666666666666667,0.6666666666666666,0,28,1,1,Major,114,85,80,88,-2,0,0,1,0,0,0,1,0,0,211,0,0,0,0,0,0,0,1,1.3862943611198906,0,0,0,0,0,1
9.333333333333334,1.3333333333333333,0,22,0,0,Major,97,73,49,69,-9,0,0,1,1,0,0,0,0,0,167,0,1,0,0,0,0,0,0,1.0986122886681098,3.5553480614894135,0,0,0,1,0
5.666666666666667,0.6666666666666666,0,39,1,1,Minor,102,56,78,37,-7,0,0,0,1,0,0,0,0,0,289,0,1,0,0,0,0,0,0,1.6094379124341003,4.31748811353631,0,0,0,0,1
5.666666666666667,2,0,24,0,0,Major,62,39,46,25,-12,0,0,0,1,1,0,0,0,0,277,0,0,0,0,0,0,0,0,1.0986122886681098,4.1588830833596715,0,0,0,1,0
9,1.3333333333333333,1,24,1,0,Minor,94,69,89,63,-4,0,1,0,0,0,0,0,0,0,230,0,1,0,1,1,1,0,1,1.3862943611198906,2.9444389791664403,0,0,1,0,0
8,1.3333333333333333,0,22.25,0,0,Major,79,77,50,94,-6,0,0,1,1,0,0,0,0,0,167,0,1,0,0,0,0,0,0,2.0794415416798357,4.110873864173311,0,0,0,0,1
9.666666666666666,0.6666666666666666,0,27,1,1,Major,107,57,59,95,-10,0,1,0,0,0,1,0,0,1,232,0,0,0,0,0,0,0,0,1.3862943611198906,2.833213344056216,0,0,0,1,0
8.666666666666666,0.6666666666666666,0,22,0,0,Major,98,68,48,72,-7,0,0,1,0,0,0,0,0,0,166,0,1,0,0,1,1,0,0,0.6931471805599453,3.871201010907891,0,0,0,0,1
4.666666666666667,2.6666666666666665,0,19,1,0,Minor,145,73,69,27,-6,0,1,0,1,0,0,0,0,0,247,1,0,0,0,0,0,1,1,1.0986122886681098,1.3862943611198906,0,0,1,0,0
8,0,0,18,1,1,Multiple Keys,175,20,32,35,-16,1,0,1,0,0,0,0,0,0,142,0,1,0,0,0,0,0,0,1.3862943611198906,4.499809670330265,0,0,0,1,0
7,1.3333333333333333,0,28,0,0,Minor,105,52,67,63,-10,0,0,1,1,1,0,0,1,0,224,0,1,1,0,0,1,0,0,0.6931471805599453,3.258096538021482,0,0,0,0,1
6.333333333333333,2.6666666666666665,1,17,0,0,Minor,152,77,67,91,-9,0,1,0,0,1,0,0,0,0,235,0,0,0,1,0,1,0,0,1.791759469228055,2.70805020110221,0,1,0,0,0
5.666666666666667,2.6666666666666665,0,31,0,0,Major,157,82,48,79,-8,0,0,0,1,1,1,0,0,0,190,0,1,1,0,0,1,0,0,0.6931471805599453,3.8501476017100584,0,0,0,1,0
7,0,1,30,1,1,Major,100,82,52,79,-6,0,1,1,0,0,0,1,0,0,285,0,0,0,1,0,1,1,1,1.0986122886681098,3.6635616461296463,0,1,0,0,0
9.666666666666666,0.6666666666666666,0,17,0,0,Minor,93,70,76,91,-6,0,0,0,1,0,0,1,0,0,211,0,0,0,0,0,0,0,1,1.0986122886681098,3.044522437723423,0,0,0,1,0
6.333333333333333,0.6666666666666666,0,36,1,1,Major,121,54,70,63,-11,1,0,1,0,0,0,0,0,0,269,0,1,0,0,0,0,0,0,1.3862943611198906,2.302585092994046,0,0,0,0,1
9.333333333333334,0.6666666666666666,0,26,1,1,Major,130,66,58,78,-9,0,0,1,0,0,0,0,0,0,222,0,1,0,0,0,0,0,0,1.791759469228055,4.23410650459726,0,0,0,0,1
6.333333333333333,2.6666666666666665,0,29,0,0,Multiple Keys,110,43,62,11,-8,0,0,1,0,1,0,0,0,0,270,0,1,0,0,0,0,0,0,2.4849066497880004,3.7376696182833684,0,1,0,0,0
7,2.6666666666666665,0,23,1,0,Major,135,55,44,72,-12,0,0,1,0,0,0,0,0,0,200,0,0,0,0,0,0,0,1,0.6931471805599453,2.6390573296152584,0,0,0,0,1
4.333333333333333,2,1,33,1,1,Minor,130,75,78,33,-6,0,1,0,0,0,0,0,0,0,269,1,0,0,1,0,1,0,0,1.6094379124341003,3.044522437723423,1,0,0,0,0
6,1.3333333333333333,1,28,1,1,Minor,104,73,73,68,-8,0,0,1,0,0,0,0,0,0,215,0,1,0,1,0,1,0,1,1.0986122886681098,0.6931471805599453,0,0,1,0,0
5,1.3333333333333333,0,23,1,0,Multiple Keys,134,65,62,69,-8,0,0,1,1,0,1,1,0,0,181,0,1,0,0,0,0,0,0,0.6931471805599453,4.127134385045092,0,0,0,0,1
5,2,0,38,0,0,Minor,170,28,47,33,-16,0,0,1,0,1,1,0,0,0,231,0,1,0,0,0,0,0,0,1.3862943611198906,3.258096538021482,0,0,0,1,0
6.333333333333333,2.6666666666666665,0,25,0,0,Major,140,52,54,24,-9,0,0,1,1,0,0,1,0,0,286,0,1,1,0,0,1,0,0,1.6094379124341003,3.6375861597263857,0,0,0,1,0
7,1.3333333333333333,0,35,1,1,Multiple Keys,131,88,66,84,-6,0,1,1,1,0,0,0,0,0,209,0,1,0,0,0,0,0,0,0.6931471805599453,3.5553480614894135,0,0,0,1,0
5.666666666666667,1.3333333333333333,0,34.5,0,0,Major,175,45,42,17,-13,0,0,1,1,0,0,0,0,0,219,0,0,1,0,0,1,0,0,1.3862943611198906,4.174387269895637,0,0,0,0,1
6,2,0,28,0,0,Major,80,25,38,28,-10,1,1,1,0,0,0,0,0,0,168,0,0,1,0,0,1,0,0,1.3862943611198906,4.465908118654584,0,0,0,1,0
6,0,0,20,1,0,Minor,110,82,68,94,-9,0,1,0,1,0,0,1,0,0,246,0,1,0,0,0,0,0,0,1.0986122886681098,3.091042453358316,0,1,0,0,0
5.666666666666667,3.3333333333333335,0,22,0,0,Major,94,63,66,73,-5,0,0,0,1,0,0,0,0,0,266,0,0,0,1,0,1,1,1,1.6094379124341003,2.995732273553991,0,1,0,0,0
2.3333333333333335,2,1,25.5,1,1,Minor,123,62,45,50,-6,0,0,1,0,1,0,0,0,0,190,1,1,0,0,0,0,0,0,1.9459101490553132,2.70805020110221,0,0,0,0,1
6.666666666666667,0.6666666666666666,1,25.5,1,1,Major,110,48,86,93,-9,0,0,1,0,0,0,0,0,0,300,0,1,0,1,1,1,0,1,2.4849066497880004,1.791759469228055,0,0,1,0,0
4,1.3333333333333333,0,28,1,1,Minor,79,62,55,43,-10,0,0,1,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0.6931471805599453,1.9459101490553132,0,0,0,0,1
4,1.3333333333333333,0,28,1,1,Minor,79,62,55,43,-10,0,0,1,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0.6931471805599453,1.9459101490553132,0,0,0,0,0
4.333333333333333,0.6666666666666666,0,39,1,1,Major,79,67,71,84,-8,0,0,0,1,0,0,0,0,0,204,0,1,0,0,0,0,0,1,1.0986122886681098,2.3978952727983707,0,0,0,1,0
6.333333333333333,2.6666666666666665,0,31,1,0,Major,122,71,70,62,-5,0,0,1,0,0,0,0,0,0,202,0,0,0,0,0,0,1,1,0.6931471805599453,0,0,0,0,1,0
6.333333333333333,0.6666666666666666,1,41,0,0,Multiple Keys,102,41,62,74,-12,0,0,0,1,1,1,0,0,0,251,0,1,0,0,0,0,0,0,1.0986122886681098,4.23410650459726,0,0,0,1,0
4.666666666666667,1.3333333333333333,1,29,1,0,Minor,89,74,78,79,-3,0,0,0,0,1,0,0,0,0,231,1,1,0,1,0,1,0,1,1.9459101490553132,3.6635616461296463,0,0,1,0,0
4.333333333333333,0.6666666666666666,0,29,1,0,Minor,87,41,58,71,-15,0,0,1,0,1,0,0,0,0,194,0,1,0,0,0,0,0,0,0.6931471805599453,3.4011973816621555,0,0,0,1,0
5.333333333333333,2.6666666666666665,1,27.5,1,0,Minor,173,73,71,89,-5,0,0,1,0,0,1,0,0,0,248,0,0,0,0,0,0,0,1,1.0986122886681098,4.02535169073515,0,0,1,0,0
7,1.3333333333333333,0,30,1,1,Major,122,84,83,96,-5,0,0,1,0,0,1,0,0,0,221,0,1,0,0,0,0,0,0,1.0986122886681098,2.3978952727983707,0,1,0,0,0
7,2,0,34,1,0,Major,107,45,65,69,-10,0,0,1,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,1.0986122886681098,4.430816798843313,0,0,0,0,0
2.3333333333333335,2,0,25,1,0,Minor,140,32,78,33,-11,0,0,0,0,0,0,0,0,0,178,0,1,0,0,1,1,0,1,2.1972245773362196,4.0943445622221,0,0,1,0,0
8,2.6666666666666665,0,24,1,0,Multiple Keys,113,49,65,49,-8,0,0,0,1,0,1,0,0,0,183,0,0,0,0,0,0,0,0,0.6931471805599453,3.091042453358316,0,0,0,1,0
6.666666666666667,2.6666666666666665,0,33,1,0,Minor,174,46,52,46,-13,1,0,0,0,0,0,0,0,0,182,0,1,0,0,0,0,1,1,1.791759469228055,4.110873864173311,0,0,0,0,0
6,1.3333333333333333,0,29,0,0,Major,164,64,61,71,-11,0,0,1,0,0,0,1,0,0,260,0,1,1,0,0,1,0,0,0.6931471805599453,2.9444389791664403,0,0,0,1,0
7,3.3333333333333335,0,25,1,0,Major,99,73,48,81,-9,0,0,0,1,1,0,0,0,0,207,0,1,0,0,0,0,0,0,1.3862943611198906,3.4657359027997265,0,0,0,1,0
7.666666666666667,0.6666666666666666,1,28.5,1,0,Minor,113,95,62,60,-7,0,1,0,1,0,1,0,0,0,240,0,1,0,0,0,0,0,0,0.6931471805599453,1.6094379124341003,1,0,0,0,0
3,1.3333333333333333,0,23,0,0,Major,133,80,79,88,-7,0,1,1,1,0,0,0,0,0,123,0,1,0,0,0,0,0,0,1.791759469228055,3.1354942159291497,0,0,0,0,1
4,2,0,21,1,1,Minor,153,63,57,79,-9,0,0,0,1,0,1,0,0,0,300,0,1,0,0,0,0,0,0,1.3862943611198906,2.6390573296152584,0,1,0,0,0
2.6666666666666665,1.3333333333333333,1,28,0,1,Major,151,44,62,48,-12,0,1,0,1,0,0,0,0,0,247,0,1,1,0,0,1,0,0,0.6931471805599453,1.0986122886681098,0,0,0,1,0
7.333333333333333,2,0,26,1,1,Minor,113,75,75,91,-13,0,0,1,1,0,1,0,0,0,244,0,0,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,0,1,0,0,0
8.333333333333334,0.6666666666666666,0,35,1,0,Major,106,43,79,75,-15,0,0,1,0,0,0,0,0,0,213,0,1,0,0,0,0,0,0,0.6931471805599453,3.5263605246161616,0,0,0,0,1
3.6666666666666665,2.6666666666666665,0,20,1,1,Major,120,78,81,96,-10,0,1,0,0,0,1,0,0,1,289,0,0,0,0,0,0,0,0,0.6931471805599453,1.0986122886681098,0,0,0,1,0
4.666666666666667,2,0,28,0,0,Major,90,64,52,26,-5,0,0,0,1,1,0,1,0,0,298,0,1,0,0,0,0,0,0,1.791759469228055,4.276666119016055,0,1,0,0,0
8,1.3333333333333333,1,28.5,1,1,Minor,126,60,87,64,-5,0,1,0,0,0,1,1,0,0,234,0,1,0,0,0,0,0,1,0.6931471805599453,2.6390573296152584,0,1,0,0,0
8.666666666666666,2,1,25.5,1,1,Minor,95,83,83,68,-4,0,1,0,1,0,0,1,0,0,238,0,1,0,0,0,0,1,1,0.6931471805599453,2.995732273553991,0,0,1,0,0
7,1.3333333333333333,1,22,0,0,Minor,126,54,78,97,-13,0,1,1,0,0,0,0,0,0,212,0,1,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,0,1,0,0,0
7.333333333333333,1.3333333333333333,1,20,1,0,Major,122,95,71,90,-8,0,1,0,1,0,0,0,0,0,269,0,0,0,1,0,1,0,1,0.6931471805599453,0,1,0,0,0,0
7.333333333333333,1.3333333333333333,1,20,1,0,Major,122,95,71,90,-8,0,1,0,1,0,0,0,0,0,269,0,0,0,1,0,1,0,1,0.6931471805599453,0,0,0,1,0,0
5.333333333333333,0.6666666666666666,0,28,1,0,Minor,92,63,85,86,-7,0,1,1,0,0,0,1,0,0,246,0,1,0,0,0,0,0,1,0.6931471805599453,0.6931471805599453,0,1,0,0,0
4.333333333333333,0.6666666666666666,0,26,1,0,Minor,110,94,68,82,-8,0,1,0,0,1,0,0,0,0,247,0,1,0,1,0,1,1,0,0.6931471805599453,3.8918202981106265,0,1,0,0,0
9,0,0,30,0,0,Minor,121,70,82,97,-12,0,0,1,1,0,0,0,0,0,226,0,1,0,0,0,0,0,0,1.3862943611198906,0,0,1,0,0,0
2.6666666666666665,0.6666666666666666,0,20,1,0,Major,144,52,50,28,-9,0,0,0,1,1,1,0,1,1,244,0,0,0,0,0,0,0,0,0.6931471805599453,3.5553480614894135,0,0,0,1,0
8,1.3333333333333333,0,32,0,0,Major,102,60,84,80,-9,0,1,1,1,1,1,0,0,0,196,0,1,0,0,1,1,0,0,0.6931471805599453,2.3978952727983707,0,1,0,0,0
7,0,0,32,1,1,Minor,95,52,71,83,-11,0,0,1,1,1,0,1,0,0,228,0,1,0,0,0,0,0,0,0.6931471805599453,3.58351893845611,0,1,0,0,0
5.666666666666667,2,0,34,0,1,Major,140,48,30,46,-8,0,0,1,1,1,1,0,0,0,213,0,0,0,0,0,0,0,0,0.6931471805599453,4.060443010546419,0,0,0,1,0
7.333333333333333,2.6666666666666665,0,25,1,1,Minor,110,56,71,23,-7,0,0,0,1,1,0,1,0,0,223,0,0,0,0,0,0,0,0,1.6094379124341003,2.772588722239781,0,0,0,1,0
7,0,0,36,0,1,Major,141,56,59,58,-12,0,0,1,1,1,0,0,0,0,229,0,0,1,0,1,1,0,0,0.6931471805599453,4.060443010546419,0,0,0,0,1
6.666666666666667,2.6666666666666665,0,36,1,1,Major,128,41,64,26,-11,0,0,1,1,1,0,0,0,0,241,0,0,0,0,0,0,0,0,1.6094379124341003,3.58351893845611,0,0,0,1,0
7,0,0,26,0,0,Multiple Keys,83,67,45,89,-8,0,0,1,1,0,1,0,0,0,112,0,1,1,0,0,1,0,0,1.0986122886681098,4.343805421853684,0,0,0,1,0
5.333333333333333,2,0,34,1,1,Major,81,47,48,42,-10,0,0,0,1,0,0,0,0,0,304,0,1,0,0,0,0,0,0,1.0986122886681098,2.995732273553991,0,0,0,1,0
5,2,0,34,1,1,Multiple Keys,111,49,85,97,-8,0,0,0,1,0,1,0,0,1,225,0,1,0,0,0,0,0,0,0.6931471805599453,2.0794415416798357,0,0,0,1,0
5,2.6666666666666665,0,28.5,0,0,Major,118,67,48,62,-5,0,0,0,1,1,1,0,0,0,165,0,1,1,0,0,1,0,0,1.3862943611198906,4.02535169073515,0,0,0,1,0
8,1.3333333333333333,1,24.5,1,1,Major,111,71,62,62,-9,0,0,1,1,0,1,0,0,0,193,0,1,0,0,0,0,0,0,1.3862943611198906,3.258096538021482,0,0,0,0,1
10,0,0,22,1,1,Minor,100,63,63,87,-12,0,0,0,1,0,1,0,0,0,245,0,1,0,0,0,0,0,0,0.6931471805599453,1.6094379124341003,0,1,0,0,0
4.666666666666667,0.6666666666666666,0,23.5,1,1,Major,126,70,69,96,-8,0,0,1,1,0,1,0,0,0,182,0,1,0,0,0,0,0,0,1.791759469228055,3.871201010907891,0,0,0,0,1
4.666666666666667,0.6666666666666666,0,23.5,1,1,Major,126,70,69,96,-8,0,0,1,1,0,1,0,0,0,182,0,1,0,0,0,0,0,0,1.791759469228055,3.871201010907891,0,1,0,0,0
5,2.6666666666666665,1,34,0,0,Major,118,35,66,37,-13,0,0,1,1,0,0,0,0,0,225,0,1,0,0,0,0,0,0,0.6931471805599453,3.912023005428146,0,0,0,1,0
5,1.3333333333333333,0,31,1,1,Major,109,41,51,36,-13,0,0,1,1,1,1,0,0,0,194,0,1,0,0,1,1,0,0,0.6931471805599453,3.6109179126442243,0,0,0,1,0
6.666666666666667,2.6666666666666665,0,35,0,0,Major,97,67,78,96,-7,0,1,1,0,1,1,0,0,0,233,0,1,1,0,0,1,0,0,0.6931471805599453,1.791759469228055,0,0,0,0,0
3.6666666666666665,1.3333333333333333,0,26,1,0,Major,110,41,49,56,-14,1,0,1,1,0,0,0,0,0,193,0,0,0,0,0,0,0,0,1.3862943611198906,4.30406509320417,0,0,0,1,0
4.666666666666667,2,0,21,1,0,Major,99,77,42,69,-12,0,0,1,1,0,1,0,1,1,119,0,1,0,0,1,1,0,0,1.3862943611198906,3.58351893845611,0,0,0,0,1
8,0,1,36,1,1,Minor,134,68,68,83,-10,0,0,1,0,0,0,0,0,0,249,1,1,0,0,1,1,0,1,1.3862943611198906,2.302585092994046,0,0,0,0,1
4,1.3333333333333333,0,22,1,1,Major,69,26,44,25,-14,0,0,1,0,1,0,0,0,0,239,0,0,0,0,0,0,0,0,1.6094379124341003,4.1588830833596715,0,0,0,0,1
9.666666666666666,0.6666666666666666,0,30,1,0,Multiple Keys,134,26,54,63,-12,0,0,1,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,1.0986122886681098,4.454347296253507,0,0,0,1,0
5.666666666666667,1.3333333333333333,0,24,1,0,Major,118,55,60,96,-14,0,0,0,1,0,0,0,0,0,133,0,1,0,0,1,1,0,0,1.0986122886681098,1.3862943611198906,0,0,0,0,1
6.333333333333333,2.6666666666666665,0,44,0,0,Major,110,37,82,85,-12,0,0,1,1,1,1,0,0,1,206,0,1,0,0,0,0,0,0,1.0986122886681098,3.258096538021482,0,1,0,0,0
4.666666666666667,1.3333333333333333,0,39,1,0,Minor,130,74,59,41,-7,0,0,1,0,0,0,0,0,0,346,0,1,0,0,0,0,1,1,0.6931471805599453,2.0794415416798357,0,0,0,0,1
6,1.3333333333333333,0,29,0,0,Multiple Keys,99,28,43,4,-12,0,0,0,0,1,1,0,0,0,280,0,0,0,0,0,0,0,0,1.0986122886681098,4.30406509320417,0,0,0,1,0
7.666666666666667,0.6666666666666666,0,20,0,0,Minor,120,42,53,35,-6,0,0,0,1,1,0,0,0,0,221,0,0,0,0,0,0,0,0,1.3862943611198906,3.7376696182833684,0,0,0,1,0
9.333333333333334,0.6666666666666666,0,27,1,0,Minor,90,72,90,81,-3,0,1,0,0,1,1,0,1,0,193,1,1,0,0,0,0,1,1,2.302585092994046,3.295836866004329,0,0,1,0,0
6.333333333333333,2.6666666666666665,0,27,0,0,Major,106,49,51,70,-8,0,0,0,0,1,1,0,0,0,177,0,1,0,0,0,0,0,0,1.6094379124341003,4.477336814478207,0,0,0,1,0
5,3.3333333333333335,0,27,1,0,Major,150,69,68,47,-6,0,0,0,1,0,0,0,0,0,249,1,1,0,1,0,1,1,1,2.0794415416798357,1.0986122886681098,0,0,1,0,0
7.666666666666667,0.6666666666666666,0,38,1,1,Major,99,89,70,91,-7,0,1,1,0,0,1,0,0,0,252,0,1,0,0,0,0,0,0,0.6931471805599453,1.791759469228055,0,1,0,0,0
7.666666666666667,0.6666666666666666,0,38,1,1,Major,99,89,70,91,-7,0,1,1,0,0,1,0,0,0,252,0,1,0,0,0,0,0,0,0.6931471805599453,1.791759469228055,0,0,0,1,0
10,0,0,30,1,1,Minor,171,74,69,6,-5,0,0,1,1,1,0,0,0,0,321,1,1,0,0,0,0,1,1,2.5649493574615367,0.6931471805599453,0,0,1,0,0
4,2,1,29,1,0,Minor,125,67,72,71,-7,0,0,0,0,0,0,0,0,0,204,0,0,0,0,1,1,0,1,1.9459101490553132,0.6931471805599453,0,0,0,1,0
4.666666666666667,0.6666666666666666,0,23,0,0,Major,81,51,40,53,-11,0,0,1,0,0,1,0,0,1,227,0,0,0,0,0,0,0,0,1.0986122886681098,3.367295829986474,0,0,0,0,1
7,1.3333333333333333,0,39,0,0,Major,115,63,64,65,-8,0,0,1,0,1,0,0,0,0,194,0,1,1,0,0,1,0,0,1.0986122886681098,2.3978952727983707,0,0,0,0,1
6.666666666666667,1.3333333333333333,1,23.5,1,1,Major,95,52,75,66,-6,0,0,0,1,0,0,0,1,0,244,0,0,0,0,1,1,0,0,2.5649493574615367,3.7376696182833684,1,0,0,0,0
8,1.3333333333333333,0,31,1,0,Major,132,83,73,82,-6,0,0,1,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,1.0986122886681098,2.833213344056216,0,0,0,0,1
6,1.3333333333333333,0,32,0,0,Major,123,49,81,71,-9,0,0,0,0,0,0,1,0,0,262,0,1,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,0,0,0,1,0
7,0,0,24,0,0,Major,76,40,24,17,-7,1,0,1,1,1,0,0,0,0,185,0,0,0,0,0,0,1,0,0.6931471805599453,4.48863636973214,0,0,0,1,0
7.666666666666667,2,0,40,1,1,Major,99,79,70,42,-6,0,0,1,1,0,0,1,0,0,234,0,1,0,0,0,0,0,0,1.791759469228055,3.4339872044851463,0,0,0,0,1
6.666666666666667,0.6666666666666666,0,24,1,1,Major,71,31,23,12,-11,0,0,0,1,1,0,1,0,0,353,0,0,0,0,0,0,0,0,1.3862943611198906,4.127134385045092,0,1,0,0,0
8.333333333333334,0.6666666666666666,0,34,1,1,Major,102,37,81,29,-13,0,0,1,0,0,0,0,0,0,217,0,1,0,0,0,0,0,0,1.3862943611198906,2.8903717578961645,0,0,0,1,0
9.333333333333334,1.3333333333333333,0,34,1,1,Major,167,65,48,65,-10,0,1,1,0,1,1,1,1,0,240,0,1,0,0,0,0,0,1,1.0986122886681098,3.4339872044851463,0,1,0,0,0
2,1.3333333333333333,0,29,0,0,Major,88,62,56,68,-12,0,0,1,1,1,0,0,1,0,206,0,1,0,0,0,0,0,1,1.6094379124341003,3.367295829986474,0,0,0,1,0
5,1.3333333333333333,1,29,1,0,Major,73,73,44,23,-5,0,0,1,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0.6931471805599453,1.791759469228055,0,0,0,0,1
9.666666666666666,0.6666666666666666,0,28,1,1,Minor,95,42,77,74,-15,0,0,1,0,0,0,1,0,0,214,0,1,0,0,0,0,0,0,1.0986122886681098,4.007333185232471,0,1,0,0,0
8.666666666666666,2,0,24,1,0,Major,97,18,33,31,-12,0,0,1,0,1,0,0,0,0,123,0,0,0,0,0,0,0,0,1.6094379124341003,4.48863636973214,0,0,0,1,0
4,1.3333333333333333,0,28,1,1,Major,84,36,63,47,-11,0,0,1,0,1,0,0,0,0,192,0,1,0,0,0,0,0,0,0.6931471805599453,4.204692619390966,0,0,0,0,1
3,1.3333333333333333,0,22,0,0,Major,115,95,67,89,-5,0,1,0,1,0,1,0,0,0,201,0,1,0,0,0,0,0,0,0.6931471805599453,2.995732273553991,1,0,0,0,0
6.333333333333333,2,0,33,1,0,Major,132,43,64,47,-12,0,1,0,1,0,0,0,1,0,242,0,1,0,0,0,0,0,0,1.0986122886681098,4.189654742026425,0,0,0,1,0
6.333333333333333,2,0,33,1,0,Major,132,43,64,47,-12,0,1,0,1,0,0,0,1,0,242,0,1,0,0,0,0,0,0,1.0986122886681098,4.189654742026425,0,1,0,0,0
7.333333333333333,4,0,37,0,0,Major,92,29,77,69,-9,0,0,1,0,0,0,0,0,0,153,0,0,1,0,0,1,0,0,0.6931471805599453,4.48863636973214,0,0,0,0,0
5,0,1,41.5,1,0,Minor,90,80,59,73,-5,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,1.6094379124341003,1.9459101490553132,1,0,0,0,0
7.333333333333333,0.6666666666666666,0,26,1,0,Minor,84,90,57,88,-8,0,0,0,1,0,0,1,0,0,225,0,1,0,0,0,0,0,0,0.6931471805599453,1.0986122886681098,1,0,0,0,0
5.666666666666667,3.3333333333333335,0,35,1,1,Major,113,83,67,70,-6,0,1,0,1,0,1,1,1,0,237,0,0,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,0,1,0,0,0
2.6666666666666665,2,0,24,0,0,Major,99,56,53,37,-8,0,0,0,1,1,0,1,0,0,212,0,0,0,0,0,0,0,0,1.0986122886681098,2.772588722239781,0,0,0,1,0
6,3.3333333333333335,0,37,1,0,Major,111,81,62,97,-6,0,0,1,0,0,0,0,0,0,235,0,1,0,0,0,0,0,0,0.6931471805599453,3.6375861597263857,0,0,0,0,1
4,1.3333333333333333,0,28,1,1,Minor,128,67,93,64,-11,0,1,0,0,0,1,0,0,0,262,0,0,0,1,0,1,1,1,1.791759469228055,0.6931471805599453,0,0,1,0,0
6.333333333333333,0.6666666666666666,0,28,0,0,Major,110,34,60,11,-8,0,0,1,1,1,1,0,0,1,253,0,1,1,0,0,1,0,0,0.6931471805599453,3.6888794541139363,0,0,0,1,0
5,2,0,34,1,0,Major,91,89,56,74,-5,0,0,1,0,0,1,1,0,0,229,0,1,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,0,0,0,1,0
5,2,0,34,1,0,Major,91,89,56,74,-5,0,0,1,0,0,1,1,0,0,229,0,1,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,0,1,0,0,0
8,2,1,12,0,0,Major,93,51,51,33,-7,1,0,0,1,0,0,0,0,0,238,0,1,0,0,0,0,0,0,1.791759469228055,4.0943445622221,0,1,0,0,0
4.666666666666667,2.6666666666666665,1,29,1,0,Minor,148,43,83,45,-9,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,1,1.791759469228055,1.9459101490553132,0,0,1,0,0
4,1.3333333333333333,0,27,0,0,Minor,122,68,88,72,-9,0,1,0,1,0,0,0,0,0,231,0,1,0,0,0,0,0,0,0.6931471805599453,2.772588722239781,1,0,0,0,0
7.666666666666667,0.6666666666666666,0,34,1,0,Minor,112,47,72,88,-15,0,0,1,1,1,1,0,0,1,326,0,1,0,0,1,1,0,1,1.6094379124341003,0.6931471805599453,0,1,0,0,0
